placekey,location_name,lat,lng,id_num
222-222@63f-f6j-3bk,Taco Bell,37.4672,-79.1196,42117
223-224@3x4-kdy-gp9,Taco Bell,48.3093,-116.545,42118
222-222@63j-xc2-28v,Taco Bell,40.0664,-83.0929,42119
222-222@8gb-ccp-q75,Taco Bell,35.0928,-85.1812,42120
222-222@5s7-3mb-hnq,Taco Bell,43.4767,-83.9732,42121
223-222@5z4-m3z-7nq,Taco Bell,33.893,-117.523,42122
223-222@5q9-bqz-qpv,Taco Bell,39.783,-105.11,42123
222-222@8tn-q3w-c3q,Taco Bell,34.6985,-106.778,42124
224-222@62j-qt2-ty9,Taco Bell,42.1735,-70.8814,42125
zzy-224@8sx-ckx-p7q,Taco Bell,29.6765,-96.5448,42126
223-222@5p2-2jb-n5z,Taco Bell,41.2127,-95.9861,42127
222-222@63d-64d-y7q,Taco Bell,40.5344,-80.011,42128
zzw-222@628-tpn-5vf,Taco Bell,40.553,-74.4328,42129
223-222@63g-2d3-7t9,Taco Bell,36.0694,-79.8698,42130
zzy-222@8g9-yvc-2rk,Taco Bell,34.4725,-84.9225,42131
223-222@8t2-f45-swk,Taco Bell,30.4005,-97.7471,42132
222-222@5vg-tnp-h5z,Taco Bell,38.5511,-121.693,42133
222-222@5pm-sk9-vzz,Taco Bell,35.3413,-89.9032,42134
222-222@8ts-zyd-mx5,Taco Bell,33.3316,-111.98,42135
222-222@5p7-2gk-5mk,Taco Bell,45.847,-95.3877,42136
zzw-223@63v-6rc-4y9,Taco Bell,41.4167,-81.9096,42137
222-222@5q2-xcd-jy9,Taco Bell,41.5558,-90.5273,42138
222-222@8f7-cst-vmk,Taco Bell,32.3644,-88.7265,42139
222-222@627-y9f-wff,Taco Bell,40.9188,-73.0534,42140
222-222@5pw-5zf-vcq,Taco Bell,41.9685,-87.7779,42141
224-222@5yv-j2t-hnq,Taco Bell,36.1001,-115.297,42142
222-222@5r7-chn-9j9,Taco Bell,35.3819,-96.9298,42143
zzy-222@5qs-zk3-djv,Taco Bell,35.5112,-97.606,42144
223-222@62j-t5m-5s5,Taco Bell,42.5604,-71.2691,42145
zzw-222@629-3q6-x89,Taco Bell,41.7424,-72.7121,42146
222-222@5pv-b8g-bx5,Taco Bell,39.6667,-86.0823,42147
zzy-222@5zb-wx5-xt9,Taco Bell,33.6404,-111.977,42148
zzy-222@8g9-gx6-z75,Taco Bell,36.0266,-83.9275,42149
zzy-222@8fx-zd8-68v,Taco Bell,28.0227,-80.6224,42150
225-222@5z7-s6h-2rk,Taco Bell,36.7653,-119.733,42151
zzw-223@63d-vqw-n5z,Taco Bell,40.8793,-81.4392,42152
zzw-224@8fc-8tn-9zz,Taco Bell,29.6508,-95.1686,42153
222-222@8dg-kqn-7qz,Taco Bell,26.671,-81.8221,42154
222-222@5v9-88g-mzf,Taco Bell,42.4958,-122.924,42155
zzy-222@5yv-jb4-ckf,Taco Bell,36.1154,-115.21,42156
222-222@63d-v7y-68v,Taco Bell,40.7933,-81.4423,42157
223-222@8g6-yqh-kfz,Taco Bell,33.9661,-84.4095,42158
223-222@8g7-2m8-hnq,Taco Bell,33.9514,-84.061,42159
zzw-222@8dj-mbg-p5f,Taco Bell,28.1006,-82.6942,42160
222-222@63h-2cm-99f,Taco Bell,37.7717,-79.4333,42161
222-222@8gb-b5k-djv,Taco Bell,35.4575,-86.052,42162
222-222@627-xrq-qs5,Taco Bell,40.7004,-73.2779,42163
224-222@5z4-rsc-qxq,Taco Bell,33.795,-117.835,42164
zzw-222@627-rzd-nyv,Taco Bell,40.7005,-73.6279,42165
224-222@5sb-8jq-p7q,Taco Bell,41.9784,-88.3408,42166
223-222@8f6-yjh-dsq,Taco Bell,32.3287,-90.326,42167
223-222@5s8-cg2-33q,Taco Bell,45.0574,-93.2474,42168
222-222@5pr-6cn-66k,Taco Bell,38.9536,-94.5337,42169
222-222@5q9-bfr-d9z,Taco Bell,39.8056,-104.93,42170
224-222@8tm-p7y-k9f,Taco Bell,35.0581,-106.591,42171
222-222@5s6-vw5-t5f,Taco Bell,42.9608,-83.6926,42172
223-222@8fc-f3z-8qf,Taco Bell,29.6703,-95.462,42173
223-222@8f3-xbb-sqz,Taco Bell,31.323,-89.3645,42174
22k-222@5xc-jvd-fvf,Taco Bell,45.5807,-122.719,42175
224-222@62k-xc5-wx5,Taco Bell,43.5093,-70.4346,42176
222-222@5px-8s5-mff,Taco Bell,38.2825,-85.6337,42177
222-222@5py-jjx-2p9,Taco Bell,38.2502,-85.6255,42178
223-222@5r7-3zf-rrk,Taco Bell,35.3368,-94.4227,42179
223-222@5vh-r9k-nbk,Taco Bell,37.7118,-120.999,42180
zzw-222@63h-mnf-ndv,Taco Bell,40.0768,-83.125,42181
225-222@5vg-tqm-wc5,Taco Bell,38.6555,-121.383,42182
223-222@5x4-4mr-qzz,Taco Bell,47.8211,-122.299,42183
222-222@646-86f-wzf,Taco Bell,33.95,-78.0502,42184
zzw-23b@63r-7zc-9xq,Taco Bell,38.896,-77.1277,42185
22c-222@5r4-2t7-hbk,Taco Bell,33.549,-101.917,42186
zzw-222@8gp-vt3-3wk,Taco Bell,31.2158,-81.5175,42187
227-222@5xc-jxr-k4v,Taco Bell,45.4974,-122.612,42188
223-222@5pn-pcx-mhq,Taco Bell,35.7726,-86.9149,42189
223-222@63q-rjd-y7q,Taco Bell,42.8794,-78.6969,42190
222-222@8ts-3nn-t5f,Taco Bell,32.2864,-110.964,42191
222-222@8fy-88v-9zz,Taco Bell,28.662,-81.3989,42192
zzw-222@5zb-xh5-mff,Taco Bell,33.6107,-112.165,42193
zzw-223@8ts-79w-45f,Taco Bell,32.1623,-110.943,42194
zzy-222@8fy-d7c-g8v,Taco Bell,28.3338,-81.4805,42195
zzw-222@5z4-z8s-w49,Taco Bell,34.1511,-118.697,42196
225-222@8fc-rnm-rp9,Taco Bell,29.8483,-95.6455,42197
223-222@5z7-stj-4sq,Taco Bell,36.7358,-119.727,42198
222-222@5yw-6h8-zcq,Taco Bell,39.5762,-119.781,42199
222-222@8g6-scc-59f,Taco Bell,32.5437,-83.5968,42200
224-222@628-p7x-t9z,Taco Bell,40.0916,-74.958,42201
zzw-222@63t-yrt-nkf,Taco Bell,42.3768,-83.4604,42202
224-222@62k-nyw-jy9,Taco Bell,42.0907,-71.423,42203
222-222@5z6-3c6-gzf,Taco Bell,33.7744,-118.375,42204
222-222@5pj-5mb-99f,Taco Bell,38.5025,-89.9841,42205
222-222@62j-wgq-d9z,Taco Bell,43.1063,-70.8325,42206
zzy-222@63m-vz2-cnq,Taco Bell,38.127,-82.6285,42207
223-222@8g7-2m8-hnq,Taco Bell,34.0267,-84.0493,42208
224-224@5qk-j2y-whq,Taco Bell,40.3349,-104.924,42209
zzw-222@5sb-d34-c3q,Taco Bell,42.139,-87.9824,42210
222-222@8gq-pyw-7h5,Taco Bell,29.2569,-81.1158,42211
223-222@8fc-88d-mff,Taco Bell,29.5408,-95.1457,42212
zzy-222@8sz-cv8-nqz,Taco Bell,31.5503,-97.1244,42213
zzw-222@628-th9-qs5,Taco Bell,40.1869,-74.8667,42214
zzw-22d@5vg-9h8-9fz,Taco Bell,37.9813,-122.067,42215
229-222@5vh-7yd-swk,Taco Bell,37.5655,-122.321,42216
228-222@5q9-7rj-bp9,Taco Bell,38.9945,-105.051,42217
224-222@5qx-57h-35z,Taco Bell,34.7788,-96.6699,42218
223-222@5qw-5dr-c89,Taco Bell,32.3453,-95.3415,42219
225-222@5z6-wsz-6ff,Taco Bell,36.5178,-119.564,42220
zzw-226@627-s59-435,Taco Bell,40.8647,-74.0368,42221
227-222@627-ryx-cqz,Taco Bell,40.6651,-73.7232,42222
zzw-23d@5pw-5zw-v9f,Taco Bell,41.8819,-87.6398,42223
225-222@63m-x4d-ygk,Taco Bell,38.9527,-81.764,42224
222-222@5pb-kt2-nqz,Taco Bell,44.8539,-93.2405,42225
zzw-222@8f3-fv3-tvz,Taco Bell,30.7204,-88.1583,42226
223-222@8tk-zp5-g49,Taco Bell,32.7559,-103.174,42227
222-222@5vg-55d-389,Taco Bell,38.3596,-122.713,42228
222-222@5s9-xb5-grk,Taco Bell,43.0753,-89.4638,42229
225-222@5vg-tqm-wc5,Taco Bell,38.7378,-121.306,42230
224-222@5pn-kdm-qs5,Taco Bell,36.0332,-86.7891,42231
224-222@64h-vjd-cwk,Taco Bell,36.7953,-76.3278,42232
zzw-222@5pr-6dz-ygk,Taco Bell,39.0386,-94.6381,42233
223-222@5qv-xdz-bp9,Taco Bell,33.0807,-96.8927,42234
223-222@5x4-8ft-ghq,Taco Bell,47.3208,-122.224,42235
222-222@5pj-5gf-nkf,Taco Bell,38.6172,-90.1932,42236
222-222@5pr-p2s-c5z,Taco Bell,35.6093,-91.2518,42237
zzy-222@8f6-z9x-j9z,Taco Bell,31.8045,-89.6932,42238
zzw-223@5qv-v7d-sh5,Taco Bell,32.9168,-96.7004,42239
223-222@5z6-3gt-d5f,Taco Bell,33.9577,-118.353,42240
224-222@5qv-32m-h5z,Taco Bell,36.3922,-97.89,42241
,Taco Bell,39.8904,-105.762,42242
223-222@5pt-wcg-ch5,Taco Bell,40.114,-87.6362,42243
222-222@5px-7cd-kcq,Taco Bell,38.1745,-85.7675,42244
229-222@5s5-kb4-vxq,Taco Bell,42.2956,-85.6484,42245
222-222@8fc-f9t-33q,Taco Bell,29.741,-95.4613,42246
223-223@63t-ygk-9cq,Taco Bell,42.1713,-83.7708,42247
222-222@5q9-72d-kzz,Taco Bell,38.8969,-104.829,42248
227-222@8t2-ddb-zxq,Taco Bell,30.1048,-97.3241,42249
zzw-222@8t2-fm2-4d9,Taco Bell,30.1963,-97.7859,42250
zzw-222@63t-q4w-99f,Taco Bell,41.5807,-81.2123,42251
222-222@64h-tz5-d7q,Taco Bell,37.0266,-76.4297,42252
222-222@8f2-qmm-66k,Taco Bell,33.4695,-94.0429,42253
223-222@5vh-t3q-89z,Taco Bell,37.9027,-121.221,42254
223-222@5vh-9n6-vpv,Taco Bell,37.5359,-121.999,42255
224-222@5s9-gqn-2zf,Taco Bell,46.011,-92.9341,42256
zzw-222@5pk-nrq-b6k,Taco Bell,38.6766,-90.2525,42257
223-222@5xc-jw9-zfz,Taco Bell,45.5395,-122.611,42258
226-222@63s-bsz-99f,Taco Bell,39.5277,-76.3531,42259
223-222@8gm-hvc-kcq,Taco Bell,33.6066,-85.8268,42260
222-222@5py-9ks-575,Taco Bell,38.6014,-86.1005,42261
zzw-226@5q9-bnw-k2k,Taco Bell,39.6288,-105.108,42262
226-222@5s5-p3m-6c5,Taco Bell,43.0543,-85.5801,42263
zzw-224@8sz-ttw-6zf,Taco Bell,29.3843,-98.4685,42264
226-222@5qw-t3y-grk,Taco Bell,32.7203,-96.8308,42265
223-222@5qv-vqv-26k,Taco Bell,33.1016,-96.6763,42266
223-222@5q9-6pm-x5z,Taco Bell,39.3801,-104.862,42267
222-222@5q9-9x6-f75,Taco Bell,39.625,-104.904,42268
224-222@8gn-zxk-ks5,Taco Bell,30.3092,-81.7325,42269
226-222@5sh-95c-h89,Taco Bell,43.9897,-83.9575,42270
222-222@63j-8r7-3dv,Taco Bell,39.0949,-84.6116,42271
223-222@627-xgf-xdv,Taco Bell,41.2298,-73.2198,42272
223-222@5s7-3jm-qfz,Taco Bell,43.4369,-84.0161,42273
zzw-222@63j-8vp-v75,Taco Bell,39.0185,-84.5099,42274
223-222@63g-78b-fzz,Taco Bell,36.0609,-79.4003,42275
222-222@5pq-8j4-3t9,Taco Bell,37.0437,-93.304,42276
222-222@63d-p3p-2tv,Taco Bell,40.0744,-80.8702,42277
223-222@5s6-g2f-syv,Taco Bell,42.2405,-85.6776,42278
,Taco Bell,35.0533,-93.3968,42279
222-222@5pq-zfk-jgk,Taco Bell,38.9101,-92.3331,42280
zzy-222@8gm-34f-d7q,Taco Bell,33.849,-87.28,42281
222-223@63v-9hn-st9,Taco Bell,41.1567,-82.2193,42282
227-222@627-ty2-kcq,Taco Bell,40.7967,-74.1486,42283
222-222@8gb-6rk-4qf,Taco Bell,34.0737,-84.677,42284
226-222@8gk-532-pd9,Taco Bell,30.3925,-86.4984,42285
222-222@63d-3sj-2zf,Taco Bell,40.4445,-79.8867,42286
225-222@5qd-3pv-5mk,Taco Bell,40.8842,-111.893,42287
zzw-222@63k-ycw-xdv,Taco Bell,36.3811,-81.4874,42288
zzw-222@5sb-829-hh5,Taco Bell,41.9222,-88.285,42289
zzw-223@5pq-bjg-p9z,Taco Bell,37.0943,-93.8147,42290
227-222@5z6-wdv-bc5,Taco Bell,36.2087,-119.341,42291
223-222@5vg-966-389,Taco Bell,37.8935,-122.531,42292
22b-222@5sc-fjp-7t9,Taco Bell,43.0363,-88.0467,42293
222-222@5z4-zvy-fcq,Taco Bell,34.0479,-118.251,42294
223-222@63j-xcp-435,Taco Bell,39.8679,-82.9341,42295
222-222@8fy-8jw-wzf,Taco Bell,28.4717,-81.4513,42296
223-222@8sz-tnm-4sq,Taco Bell,29.5104,-98.3898,42297
zzw-223@5r7-7nj-pjv,Taco Bell,35.4598,-94.3563,42298
222-222@8gg-3j3-mx5,Taco Bell,35.3083,-80.8426,42299
222-223@5r4-2sc-xqz,Taco Bell,33.5196,-101.92,42300
zzy-222@5vh-scj-yjv,Taco Bell,38.0013,-121.29,42301
223-223@5vg-tsy-s3q,Taco Bell,38.5941,-121.347,42302
223-223@5vg-tsy-s3q,Taco Bell,38.6588,-121.349,42303
223-223@8g7-4rh-gkz,Taco Bell,33.615,-84.473,42304
224-222@5r7-my7-q2k,Taco Bell,34.921,-95.7436,42305
zzw-223@5ps-gzf-jsq,Taco Bell,34.4797,-91.558,42306
222-222@8gj-75t-z9f,Taco Bell,30.6787,-83.2245,42307
222-222@5z8-nyf-qmk,Taco Bell,35.412,-119.057,42308
224-222@5z6-3jj-h3q,Taco Bell,33.8127,-118.369,42309
223-222@5p2-2n2-mkz,Taco Bell,41.3048,-96.0516,42310
222-222@5pv-sst-t5f,Taco Bell,39.4827,-88.3497,42311
222-222@8sr-vss-zmk,Taco Bell,29.2119,-99.7789,42312
zzy-222@63m-f86-5pv,Taco Bell,37.7327,-84.2951,42313
223-222@8g8-yst-pqf,Taco Bell,35.8756,-84.5133,42314
223-226@628-pn5-7kf,Taco Bell,39.938,-75.0236,42315
223-222@8dy-rbh-75z,Taco Bell,29.8749,-90.1011,42316
24f-222@5z7-stt-yvz,Taco Bell,36.8112,-119.754,42317
224-222@8fy-8k3-rtv,Taco Bell,28.4879,-81.4588,42318
,Taco Bell,41.1286,-101.719,42319
224-222@5p8-9gd-t35,Taco Bell,47.4926,-94.8995,42320
222-222@5x2-tvq-tqf,Taco Bell,47.882,-122.241,42321
zzw-222@8gg-jd5-59f,Taco Bell,33.9852,-81.2486,42322
228-223@5pj-9x2-k2k,Taco Bell,37.7643,-89.3293,42323
zzy-223@63f-tvd-ct9,Taco Bell,36.9961,-80.7926,42324
222-222@8gp-46d-wp9,Taco Bell,30.2677,-81.6152,42325
222-222@5x4-87j-gzf,Taco Bell,47.2429,-122.359,42326
222-222@5pb-vth-g8v,Taco Bell,44.0283,-92.4631,42327
zzw-223@63p-trf-435,Taco Bell,40.4725,-78.4061,42328
222-222@8g6-xhp-qj9,Taco Bell,33.8241,-84.1072,42329
224-222@8g7-4cj-3wk,Taco Bell,33.8266,-84.4909,42330
222-222@8gn-nkd-6c5,Taco Bell,32.3596,-86.2172,42331
222-222@5yw-6gm-sqz,Taco Bell,39.5336,-119.867,42332
zzw-223@5qv-v7d-sh5,Taco Bell,32.9608,-96.735,42333
222-222@63m-w5c-3dv,Taco Bell,38.4128,-82.3435,42334
222-223@63r-b8q-94v,Taco Bell,39.2229,-76.6596,42335
22h-222@63v-bd7-nqz,Taco Bell,41.4213,-81.609,42336
zzw-222@8gm-ndx-j7q,Taco Bell,34.018,-86.0791,42337
223-222@8dx-n2d-snq,Taco Bell,31.2389,-89.8186,42338
222-222@63j-jc6-n89,Taco Bell,41.1786,-83.4237,42339
223-222@64h-w24-4d9,Taco Bell,36.9063,-76.1515,42340
222-222@8gg-r7z-mzf,Taco Bell,34.8763,-82.5737,42341
224-222@62k-jd3-fzz,Taco Bell,41.9144,-71.3609,42342
22q-222@5vg-7yp-zpv,Taco Bell,37.5971,-122.502,42343
223-222@5px-8pt-p9z,Taco Bell,38.1032,-85.6745,42344
222-222@5pr-39w-zvf,Taco Bell,39.1053,-94.5215,42345
223-222@8tf-jd3-3wk,Taco Bell,31.8466,-106.624,42346
222-222@63m-nvr-xbk,Taco Bell,36.418,-82.4692,42347
224-222@8g6-x6q-pqf,Taco Bell,33.7963,-84.2245,42348
222-222@63d-3sj-2zf,Taco Bell,40.456,-79.9418,42349
zzw-222@8dj-k53-yd9,Taco Bell,27.721,-82.6793,42350
222-222@8sz-tyx-5j9,Taco Bell,29.5669,-98.5817,42351
224-222@8tm-p7y-k9f,Taco Bell,35.0874,-106.588,42352
225-222@63v-d27-qpv,Taco Bell,41.4247,-82.0808,42353
225-222@5z4-zvn-435,Taco Bell,33.9773,-118.371,42354
222-222@63v-4jh-dgk,Taco Bell,42.3561,-83.0685,42355
222-222@5q9-bg2-qvf,Taco Bell,39.7401,-104.927,42356
zzw-222@8dj-jsz-f75,Taco Bell,27.9163,-82.7327,42357
224-222@627-s8k-3t9,Taco Bell,40.7532,-73.9924,42358
224-222@8gk-tbj-kxq,Taco Bell,33.6522,-86.8193,42359
zzw-222@5r7-7by-ygk,Taco Bell,35.4894,-94.2263,42360
225-222@5z5-qdy-575,Taco Bell,32.8182,-117.185,42361
222-222@64h-tsx-qxq,Taco Bell,37.1571,-76.4633,42362
,Taco Bell,37.2645,-76.8713,42363
226-222@5z6-x3v-7t9,Taco Bell,36.7092,-119.556,42364
222-222@5yv-gwt-z4v,Taco Bell,36.0476,-114.973,42365
zzy-223@63f-k3g-c89,Taco Bell,36.2953,-78.5959,42366
222-222@5s6-wtg-skf,Taco Bell,42.585,-83.6055,42367
223-222@63d-786-xnq,Taco Bell,40.3281,-80.023,42368
222-223@5pw-kvt-hnq,Taco Bell,41.3683,-89.1258,42369
222-222@8fy-fm6-5j9,Taco Bell,28.3522,-81.6755,42370
222-222@5pv-b8g-bx5,Taco Bell,39.6659,-86.0791,42371
zzw-22c@5q9-brb-2rk,Taco Bell,39.7918,-105.081,42372
222-222@63h-j7k-nyv,Taco Bell,39.8205,-84.2839,42373
222-223@5zb-w6r-yqf,Taco Bell,33.9717,-112.724,42374
223-222@5pn-kg2-sdv,Taco Bell,36.1489,-86.6664,42375
222-222@627-vgw-9fz,Taco Bell,40.9978,-73.955,42376
zzw-222@8gf-tq9-9s5,Taco Bell,35.5868,-82.3054,42377
zzw-222@63j-n8d-h3q,Taco Bell,40.7663,-83.8229,42378
223-222@63j-8jn-8jv,Taco Bell,39.1689,-84.4238,42379
zzw-223@5qv-v7d-sh5,Taco Bell,32.9656,-96.6431,42380
223-222@5s6-g2f-syv,Taco Bell,42.2408,-85.5604,42381
223-222@5pv-9mf-7wk,Taco Bell,39.7525,-86.2502,42382
222-222@8tm-p87-jjv,Taco Bell,35.1394,-106.587,42383
223-222@5qw-w34-rp9,Taco Bell,32.7727,-97.3999,42384
225-222@5z4-zvn-435,Taco Bell,33.9453,-118.372,42385
zzw-222@63j-3bp-pd9,Taco Bell,40.0632,-85.653,42386
222-222@5p2-2k9-7bk,Taco Bell,41.2036,-96.0808,42387
22z-223@63s-dt9-mff,Taco Bell,39.9255,-75.3086,42388
228-222@8sz-tvj-k2k,Taco Bell,29.3981,-98.3876,42389
zzw-222@8dj-f7f-rrk,Taco Bell,28.0544,-82.395,42390
225-222@5vg-tqm-wc5,Taco Bell,38.6844,-121.338,42391
222-222@8gf-dvv-zzz,Taco Bell,34.9388,-80.98,42392
228-222@5vh-s8v-hwk,Taco Bell,38.021,-121.32,42393
222-222@5ps-3fg-5mk,Taco Bell,35.0623,-89.8858,42394
225-222@63k-6hf-grk,Taco Bell,41.0357,-85.1129,42395
222-222@8f2-x2g-h89,Taco Bell,32.5154,-92.1824,42396
223-222@8g9-gv4-9cq,Taco Bell,36.0335,-83.8695,42397
222-222@63g-r28-kzz,Taco Bell,37.258,-77.3298,42398
223-222@5qv-x2x-p7q,Taco Bell,32.8124,-96.8382,42399
222-222@5z4-rtz-h5z,Taco Bell,33.6726,-117.79,42400
zzw-222@5q6-7bn-s5z,Taco Bell,39.8418,-105.055,42401
224-222@5v6-2zq-x3q,Taco Bell,42.2064,-121.716,42402
zzw-227@5wn-s79-zfz,Taco Bell,44.055,-121.263,42403
222-222@5z5-pnc-tvz,Taco Bell,32.832,-117.131,42404
22v-222@5s9-x3f-yn5,Taco Bell,43.0748,-89.3924,42405
zzy-225@5x4-4b6-7h5,Taco Bell,47.6237,-122.321,42406
223-222@5wh-y2r-nnq,Taco Bell,48.2035,-114.307,42407
zzw-226@5yv-gqc-d5f,Taco Bell,36.0424,-115.152,42408
223-222@63k-5hp-jn5,Taco Bell,40.5491,-84.5639,42409
228-222@5vg-82s-xyv,Taco Bell,37.6498,-122.49,42410
222-222@5vh-8v3-ty9,Taco Bell,37.2743,-121.853,42411
229-222@5z8-f57-d7q,Taco Bell,35.0369,-120.483,42412
zzw-223@5z5-2qj-sh5,Taco Bell,34.3428,-119.081,42413
222-222@5vh-b4x-7kf,Taco Bell,37.4163,-121.978,42414
222-222@5s7-2hb-gc5,Taco Bell,42.6599,-83.3925,42415
226-222@5s6-cpm-d9z,Taco Bell,41.68,-86.1887,42416
223-222@5qv-xby-7t9,Taco Bell,32.8815,-96.9636,42417
222-222@8dj-fdp-gff,Taco Bell,28.0836,-82.5413,42418
,Taco Bell,40.3783,-105.517,42419
zzw-222@8gn-nhs-hqz,Taco Bell,32.3816,-86.2156,42420
222-222@8g6-x8q-9mk,Taco Bell,33.7025,-84.1682,42421
zzw-22b@65y-xy5-zzz,Taco Bell,42.4672,-73.1944,42422
zzw-222@5s3-fvj-qzz,Taco Bell,45.7515,-87.0787,42423
225-222@5s5-xkt-8d9,Taco Bell,41.9584,-83.6678,42424
225-222@8f3-fw4-bzf,Taco Bell,30.5895,-88.1695,42425
zzw-223@5z6-3ng-xkf,Taco Bell,33.8542,-118.185,42426
223-222@8gp-2bt-kcq,Taco Bell,30.1858,-81.7392,42427
224-223@5sb-7dw-6ff,Taco Bell,42.396,-88.1842,42428
zzw-222@64h-w79-9vf,Taco Bell,36.847,-76.0211,42429
zzw-228@5sb-cz7-7wk,Taco Bell,42.3194,-87.8397,42430
222-222@5q9-9y5-qs5,Taco Bell,39.6532,-104.994,42431
223-222@5sc-8bp-xwk,Taco Bell,44.5235,-89.513,42432
223-223@63s-3tq-389,Taco Bell,38.3495,-77.0547,42433
223-222@8fy-824-g49,Taco Bell,28.6048,-81.4209,42434
zzw-227@5vh-9zz-7yv,Taco Bell,37.6506,-121.881,42435
222-222@5qw-v9q-2p9,Taco Bell,32.658,-97.1345,42436
222-222@5qv-vd7-b49,Taco Bell,32.9095,-96.5693,42437
223-222@8dj-dpv-kcq,Taco Bell,28.2347,-82.3501,42438
22f-222@5z5-3ms-pgk,Taco Bell,34.0198,-118.154,42439
222-222@5vh-vn9-rp9,Taco Bell,38.3444,-120.77,42440
224-222@8dk-ngp-zfz,Taco Bell,27.4959,-82.6155,42441
223-222@5px-8q8-rp9,Taco Bell,38.1495,-85.7763,42442
zzy-223@63j-ds5-nbk,Taco Bell,39.3563,-84.2602,42443
224-222@5sc-f3z-7yv,Taco Bell,42.9453,-88.0482,42444
222-222@8gb-295-ch5,Taco Bell,34.9012,-85.1363,42445
zzw-223@63d-vqw-n5z,Taco Bell,40.8598,-81.4226,42446
225-222@628-xdd-9xq,Taco Bell,41.2068,-73.0892,42447
222-222@63s-5rn-psq,Taco Bell,38.313,-77.4757,42448
22d-222@5vh-b77-m49,Taco Bell,37.2367,-121.903,42449
zzw-222@63f-kkh-68v,Taco Bell,35.8532,-78.6426,42450
zzw-222@8gb-ccz-wp9,Taco Bell,35.1409,-85.2485,42451
223-222@5sc-fkp-649,Taco Bell,43.1154,-88.0553,42452
223-222@63j-x8v-p35,Taco Bell,39.9514,-83.1472,42453
222-222@8g7-48t-bkz,Taco Bell,33.7348,-84.4138,42454
zzw-222@5ph-ztx-j35,Taco Bell,38.474,-90.3045,42455
222-222@63v-2qr-ch5,Taco Bell,42.6238,-82.5866,42456
223-222@5z6-3cg-st9,Taco Bell,33.8469,-118.126,42457
226-222@5vh-8sm-hnq,Taco Bell,37.2542,-121.831,42458
223-222@627-rzb-p7q,Taco Bell,40.6599,-73.6814,42459
223-222@8sz-r4h-49z,Taco Bell,31.7291,-98.9883,42460
zzw-222@8gb-qs4-7wk,Taco Bell,34.8831,-84.2939,42461
223-222@63v-bcb-f9f,Taco Bell,41.4122,-81.7356,42462
222-222@63r-5gk-n5z,Taco Bell,38.5508,-76.5918,42463
222-222@5q6-7cv-dvz,Taco Bell,39.9245,-105.092,42464
223-222@5pv-vdh-hyv,Taco Bell,39.4705,-87.4106,42465
222-222@5qw-swf-vj9,Taco Bell,32.6479,-96.5332,42466
229-222@63j-xbq-789,Taco Bell,39.9682,-82.9866,42467
zzy-222@63j-8sd-7h5,Taco Bell,39.1912,-84.5703,42468
zzw-222@628-qh4-gc5,Taco Bell,39.7516,-75.046,42469
222-222@5z4-kkj-pjv,Taco Bell,34.1785,-117.328,42470
zzw-222@8gn-nhs-hqz,Taco Bell,32.3816,-86.2107,42471
223-222@5z6-3mc-87q,Taco Bell,33.8316,-118.037,42472
222-222@8fy-7y3-td9,Taco Bell,28.4832,-81.3102,42473
223-222@5qv-x2x-p7q,Taco Bell,32.8365,-96.7735,42474
zzw-222@5z8-ny9-pqf,Taco Bell,35.3483,-118.914,42475
226-222@629-9m6-rrk,Taco Bell,40.7938,-72.8653,42476
224-222@8f4-5vm-x89,Taco Bell,30.458,-87.2997,42477
223-222@5pn-kg2-sdv,Taco Bell,36.0491,-86.7139,42478
223-222@8fc-f3z-8qf,Taco Bell,29.5691,-95.5674,42479
224-222@8g6-yvg-mx5,Taco Bell,33.9092,-84.2067,42480
226-222@8gf-dry-8jv,Taco Bell,35.1612,-80.8763,42481
228-222@627-s8j-yy9,Taco Bell,40.6684,-73.9935,42482
zzw-227@5vh-9zz-7yv,Taco Bell,37.6903,-121.925,42483
223-222@63d-789-whq,Taco Bell,40.5171,-80.2198,42484
224-222@8sx-w26-8gk,Taco Bell,27.708,-97.3882,42485
222-222@5s8-cvv-zj9,Taco Bell,45.0553,-93.3242,42486
222-222@5z6-3rd-pqf,Taco Bell,33.8564,-118.197,42487
22c-222@5vh-8s3-3yv,Taco Bell,37.2536,-121.799,42488
22k-222@627-tnh-tn5,Taco Bell,40.5911,-73.6576,42489
zzy-222@8gq-9bp-w6k,Taco Bell,28.8988,-82.587,42490
,Taco Bell,47.5423,-122.045,42491
222-223@5q2-hhc-pvz,Taco Bell,41.943,-91.6753,42492
229-222@5vh-b53-g49,Taco Bell,37.4001,-122.109,42493
222-222@5vg-rqr-mrk,Taco Bell,39.0943,-120.951,42494
224-222@5q6-7cc-54v,Taco Bell,39.8854,-104.994,42495
22c-222@5r7-fnv-7dv,Taco Bell,36.0226,-95.9753,42496
226-222@5vg-tjt-f75,Taco Bell,38.5255,-121.465,42497
223-222@5pk-nbt-59f,Taco Bell,38.524,-90.3555,42498
223-222@8dk-nc3-s3q,Taco Bell,27.3378,-82.459,42499
223-222@5s5-hmm-zs5,Taco Bell,42.2612,-85.1882,42500
222-222@5sc-cqs-7nq,Taco Bell,43.1183,-87.9167,42501
223-222@63v-cqs-z4v,Taco Bell,41.3138,-81.5197,42502
225-222@5q9-9xz-hkf,Taco Bell,39.6156,-104.988,42503
